hgnc_id,gene,clinvar_missense_vus,missense_vus_unique,missense_vus_movable_unique,missense_vus_observed,missense_vus_movable_observed,from_invitae,missense_vus_movability_fraction,missense_vus_occurance_per_variant,weighted_movability_fraction,weighted_occurance_per_variant,marwis,aa_length,dais,rank_by_clinvar_vus,rank_by_marwis,rank_dais
4277,GJA3,21,12,4,12,4,TRUE,0.333333333,1,0.241284904,1.212685535,6.144656974,435,0.008360078,1550,981,782
8856,PEX14,50,33,2,55,3,TRUE,0.060606061,1.666666667,0.068919465,1.640334407,5.652548523,377,0.008349407,907,1035,783
29456,TOR1AIP1,70,69,5,95,6,TRUE,0.072463768,1.376811594,0.075658417,1.392905334,7.376950847,584,0.008344967,646,857,784
16762,ZNF423,106,123,8,230,10,TRUE,0.06504065,1.869918699,0.067371741,1.849264967,13.20634926,1284,0.008337342,408,560,785
18362,IMPG2,99,67,5,113,15,TRUE,0.074626866,1.686567164,0.077675974,1.670049476,12.84254932,1241,0.008333906,443,573,786
3942,MTOR,178,204,20,275,26,TRUE,0.098039216,1.348039216,0.098234425,1.354970334,23.6926422,2549,0.008316126,231,308,787
391,AKT1,71,75,4,118,9,TRUE,0.053333333,1.573333333,0.058140941,1.569321816,6.478171115,480,0.008305348,637,942,788
1742,LRBA,304,313,17,487,33,TRUE,0.054313099,1.555910543,0.05553177,1.55530751,26.25616946,2863,0.008301034,129,276,789
9399,PRKCD,60,67,6,99,8,TRUE,0.089552239,1.47761194,0.091009308,1.483382809,8.100098557,676,0.008299281,765,807,790
19048,ASPM,198,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,31.30214615,3477,0.008287568,208,229,791
6242,KCNE2,17,19,3,27,3,TRUE,0.157894737,1.421052632,0.141692522,1.453841137,3.501973083,123,0.008278896,1743,1382,792
20073,SNX27,71,79,5,115,8,TRUE,0.063291139,1.455696203,0.066962047,1.46268633,6.954057416,541,0.008268796,632,901,793
1968,LYST,365,368,21,589,28,TRUE,0.057065217,1.600543478,0.058047069,1.599079018,33.87997549,3801,0.008261394,106,208,794
15561,IL36RN,14,15,2,38,8,TRUE,0.133333333,2.533333333,0.122856438,2.184943944,3.758082032,155,0.008259521,1909,1336,795
7436,MTHFR,28,138,22,262,42,TRUE,0.15942029,1.898550725,0.156340398,1.878450073,8.222973689,697,0.008247717,1309,798,796
4174,GATA6,55,74,7,103,8,TRUE,0.094594595,1.391891892,0.095435342,1.405533057,7.377564077,595,0.008243088,824,856,797
6171,ITK,63,60,4,103,4,TRUE,0.066666667,1.716666667,0.070966148,1.69490751,7.577706633,620,0.008236638,740,837,798
9666,PTPRC,116,115,8,182,12,TRUE,0.069565217,1.582608696,0.071753643,1.579298461,13.14516847,1306,0.008185036,376,562,799
16932,NEBL,66,127,15,175,31,TRUE,0.118110236,1.377952756,0.117227393,1.387064524,10.73172925,1014,0.008167222,690,664,800
7989,NRAS,22,13,2,16,2,TRUE,0.153846154,1.230769231,0.134557052,1.345414795,3.982771055,189,0.008144726,1539,1276,801
11497,SYNGAP1,116,96,8,129,15,TRUE,0.083333333,1.34375,0.084862482,1.358208757,13.37027201,1343,0.008137719,378,549,802
10485,RYR3,483,542,28,901,45,TRUE,0.051660517,1.662361624,0.05241036,1.660461292,42.0332558,4870,0.008130224,79,161,803
2171,CNTN1,86,86,6,149,6,TRUE,0.069767442,1.73255814,0.072613809,1.715465007,10.71271462,1018,0.008128008,527,665,804
12765,FOXN1,98,74,4,97,6,TRUE,0.054054054,1.310810811,0.058849977,1.332362326,7.684130186,648,0.008105623,453,829,805
43,TAP1,51,63,7,101,10,TRUE,0.111111111,1.603174603,0.1102211,1.595122686,8.96662501,808,0.008092622,896,745,806
14581,PINK1,30,29,4,55,5,TRUE,0.137931034,1.896551724,0.130424272,1.817667857,7.112040235,581,0.00807269,1259,881,807
18127,TUBGCP6,163,189,13,282,20,TRUE,0.068783069,1.492063492,0.070181209,1.493673658,17.08693507,1819,0.008063679,250,429,808
3436,ERCC4,103,118,6,209,7,TRUE,0.050847458,1.771186441,0.054172207,1.755981831,9.797917357,916,0.008057498,421,718,809
25155,HOGA1,33,94,7,191,14,TRUE,0.074468085,2.031914894,0.07672253,1.992683438,5.045162605,327,0.008046511,1172,1111,810
19750,TTC7A,120,117,6,169,14,TRUE,0.051282051,1.444444444,0.054605585,1.450029686,9.50156625,882,0.00803855,366,729,811
4976,HLCS,57,196,14,393,28,TRUE,0.071428571,2.005102041,0.072674991,1.986537798,8.229182098,726,0.008020645,797,797,812
886,ATRX,193,237,20,322,36,TRUE,0.084388186,1.358649789,0.085002849,1.36430086,22.38210586,2492,0.008016514,214,326,813
17861,TRAF3IP1,48,61,6,103,20,TRUE,0.098360656,1.68852459,0.098923161,1.670343633,7.931312233,691,0.008003342,928,816,814
2411,CRYGD,8,6,4,7,4,TRUE,0.666666667,1.166666667,0.34469272,1.37526505,3.792350809,174,0.00800074,2221,1331,815
7905,NPHP1,78,63,4,98,5,TRUE,0.063492063,1.555555556,0.067967579,1.552869165,8.232491049,733,0.007969498,584,796,816
14234,NSD1,148,160,21,196,21,TRUE,0.13125,1.225,0.12991487,1.239605421,23.83439013,2696,0.007955404,286,305,817
12858,ZAP70,53,59,5,94,5,TRUE,0.084745763,1.593220339,0.086950718,1.585876279,7.30833327,619,0.007952485,861,863,818
10521,SAG,39,34,3,54,8,TRUE,0.088235294,1.588235294,0.09108805,1.577469302,5.603855478,405,0.007948731,1063,1040,819
11936,FASLG,23,19,3,26,3,TRUE,0.157894737,1.368421053,0.141692522,1.4168041,4.617262546,281,0.007947096,1473,1165,820
25481,TRMU,43,110,8,197,9,TRUE,0.072727273,1.790909091,0.074794052,1.773336531,5.703306029,421,0.007910272,1001,1030,821
21043,PITPNM3,60,56,6,88,14,TRUE,0.107142857,1.571428571,0.106651533,1.56646423,10.02394865,974,0.007868092,771,706,822
3800,FOXC1,26,21,5,25,8,TRUE,0.238095238,1.19047619,0.200886141,1.284610714,6.709572706,553,0.007865853,1372,922,823
11920,FAS,30,26,3,38,3,TRUE,0.115384615,1.461538462,0.112520532,1.478050315,4.989330224,335,0.007857213,1244,1118,824
11285,SRD5A2,8,6,5,6,5,TRUE,0.833333333,1,0.416121292,1.303836479,4.340432956,254,0.007834717,2243,1214,825
29941,GATAD1,30,25,3,30,4,TRUE,0.12,1.2,0.115930245,1.280415476,4.453166391,269,0.007826303,1260,1193,826
445,SETX,253,214,13,315,16,TRUE,0.060747664,1.471962617,0.062277919,1.474115814,23.22663102,2677,0.007802026,157,313,827
2511,CTNNA3,107,101,5,165,8,TRUE,0.04950495,1.633663366,0.053446771,1.626180832,9.299810324,895,0.007782268,405,736,828
1663,CD36,38,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,6.007482595,472,0.007781713,1069,998,829
17084,SYNE2,558,495,35,696,52,TRUE,0.070707071,1.406060606,0.071224052,1.408059067,55.96052098,6907,0.007764746,59,116,830
3522,EYA4,102,78,4,98,4,TRUE,0.051282051,1.256410256,0.056112768,1.282019892,7.337643897,645,0.007764703,424,860,831
9719,PEX5,65,46,3,75,5,TRUE,0.065217391,1.630434783,0.070846261,1.615809457,7.440813782,660,0.007750848,708,847,832
1875,CFL2,13,6,2,7,2,TRUE,0.333333333,1.166666667,0.201835577,1.37526505,3.608506399,166,0.007743576,1953,1369,833
12011,TPM2,14,10,3,15,3,TRUE,0.3,1.5,0.212538782,1.514095039,4.505254823,284,0.007714477,1899,1184,834
1090,DST,424,611,40,984,70,TRUE,0.065466448,1.610474632,0.065954278,1.609456722,45.00783576,5537,0.007710782,89,147,835
5228,DNAJB2,51,44,2,78,6,TRUE,0.045454545,1.772727273,0.054340348,1.735648283,4.810102292,324,0.007708497,891,1146,836
11167,SNTA1,86,55,2,89,3,TRUE,0.036363636,1.618181818,0.044852351,1.607201757,6.199462783,505,0.007701196,524,969,837
8923,PHGDH,28,140,16,286,32,TRUE,0.114285714,2.042857143,0.113687149,2.015227775,6.414954021,533,0.007701025,1303,950,838
30228,PREPL,88,102,6,147,6,TRUE,0.058823529,1.441176471,0.062051801,1.447761006,7.905583619,727,0.007697745,512,818,839
2398,CRYBB2,9,4,3,4,3,TRUE,0.75,1,0.318808173,1.354475892,3.886361866,205,0.007695766,2164,1303,840
2439,CSF3R,68,73,7,98,7,TRUE,0.095890411,1.342465753,0.096613557,1.361156922,8.942422369,863,0.007689099,676,747,841
10729,SEMA4A,51,51,6,69,6,TRUE,0.117647059,1.352941176,0.115689798,1.377181537,8.125618547,761,0.007658453,881,804,842
14579,VPS45,44,107,9,191,16,TRUE,0.08411215,1.785046729,0.085440853,1.767423571,6.644447803,570,0.007637296,990,926,843
11025,SLC3A1,44,57,7,80,9,TRUE,0.122807018,1.403508772,0.120395355,1.419287857,7.518529284,685,0.007633025,979,840,844
9008,PKD1,222,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,35.09634568,4303,0.007624668,180,200,845
3811,FOXG1,48,36,4,38,4,TRUE,0.111111111,1.055555556,0.109674956,1.142129789,6.01262567,489,0.007620565,932,994,846
6010,IL2RG,31,56,6,86,7,TRUE,0.107142857,1.535714286,0.106651533,1.53521423,5.075721461,369,0.007587028,1218,1099,847
4177,GBA,16,3,1,14,7,TRUE,0.333333333,4.666666667,0.165972553,2.386700973,6.338029656,536,0.007581375,1788,958,848
4193,GCH1,31,27,2,46,8,TRUE,0.074074074,1.703703704,0.080734231,1.664391734,4.165574985,250,0.007573773,1220,1242,849
4241,GFPT1,44,38,6,41,6,TRUE,0.157894737,1.078947368,0.148384741,1.157689363,7.558471193,699,0.007566037,983,839,850
2482,CSTB,25,25,2,34,3,TRUE,0.08,1.36,0.085627215,1.401627597,3.000436676,98,0.007538786,1409,1518,851
7662,NCF4,36,49,4,79,7,TRUE,0.081632653,1.612244898,0.08466137,1.600942293,4.879366833,348,0.007529887,1113,1136,852
6257,KCNJ11,42,84,6,141,19,TRUE,0.071428571,1.678571429,0.07419237,1.665801203,5.190769079,390,0.007522854,1022,1086,853
27097,RBFOX3,28,33,4,45,5,TRUE,0.121212121,1.363636364,0.117699953,1.396431968,4.602079366,312,0.007519738,1312,1169,854
22219,KIAA1549,138,137,12,188,17,TRUE,0.087591241,1.372262774,0.08845309,1.381060074,16.85794632,1950,0.007492421,315,438,855
1673,CD3D,21,19,2,31,3,TRUE,0.105263158,1.631578947,0.104655485,1.601989285,3.520796262,171,0.007475151,1546,1379,856
16513,TMC1,50,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,7.904582361,760,0.007457153,899,820,857
6490,LAMB3,76,393,24,921,47,TRUE,0.061068702,2.34351145,0.061909472,2.327315987,10.95030061,1172,0.007439063,596,648,858
29331,EPG5,203,246,16,392,29,TRUE,0.06504065,1.593495935,0.066242906,1.591550042,21.40206661,2579,0.007433854,199,343,859
18358,IL17RC,70,98,7,154,10,TRUE,0.071428571,1.571428571,0.07382734,1.568431233,8.105517457,791,0.007429439,642,805,860
10975,SLC24A1,76,37,4,45,4,TRUE,0.108108108,1.216216216,0.107237735,1.272304682,10.36936951,1099,0.007411987,600,687,861
18871,MMAA,31,89,7,194,8,TRUE,0.078651685,2.179775281,0.0806773,2.126326914,5.317935733,418,0.007406596,1235,1070,862
16412,NLRC4,93,81,6,110,13,TRUE,0.074074074,1.358024691,0.076693237,1.373637199,9.797427526,1024,0.00739987,486,719,863
20087,TTC8,48,47,4,68,12,TRUE,0.085106383,1.446808511,0.087739965,1.459158376,6.145272243,531,0.007395033,926,980,864
572,AP4B1,58,54,5,75,5,TRUE,0.092592593,1.388888889,0.093962872,1.407317915,7.669666741,739,0.007381777,789,830,865
3585,FANCD2,115,106,8,155,8,TRUE,0.075471698,1.462264151,0.077418404,1.467137813,13.06209885,1471,0.00737555,380,563,866
20202,CACNA2D4,113,83,5,121,11,TRUE,0.060240964,1.457831325,0.06401866,1.464326491,10.59309687,1137,0.007371675,381,671,867
8931,PHKG2,25,21,4,24,4,TRUE,0.19047619,1.142857143,0.166403382,1.250127955,5.200637996,406,0.007366343,1401,1084,868
18340,WDR19,94,88,8,122,10,TRUE,0.090909091,1.386363636,0.091934355,1.398476153,12.0853923,1342,0.007360166,481,606,869
7795,NFKB2,54,63,8,81,8,TRUE,0.126984127,1.285714286,0.124305607,1.313432545,8.816419593,900,0.007347016,845,759,870
17068,PALLD,98,120,7,211,20,TRUE,0.058333333,1.758333333,0.061138266,1.744169615,10.45027962,1123,0.007343837,454,680,871
28396,TMEM67,55,50,7,62,7,TRUE,0.14,1.24,0.134925829,1.280236391,9.500532603,995,0.007336319,828,730,872
775,SERPINC1,29,37,6,45,7,TRUE,0.162162162,1.216216216,0.15168218,1.272304682,5.596592472,464,0.007325383,1274,1042,873
8157,SIGMAR1,30,32,2,60,5,TRUE,0.0625,1.875,0.070642452,1.806342768,3.82813447,223,0.007319569,1241,1318,874
14550,CDHR1,90,75,4,122,6,TRUE,0.053333333,1.626666667,0.058140941,1.617514587,8.463943777,859,0.007302799,498,778,875
6487,LAMB2,167,196,11,310,16,TRUE,0.056122449,1.581632653,0.057969108,1.579675052,15.29258314,1798,0.007289124,245,481,876
2895,EDAR,28,22,4,24,5,TRUE,0.181818182,1.090909091,0.160856603,1.208457023,5.442872157,448,0.007276567,1314,1057,877
932,BAAT,33,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,5.217024359,418,0.007266051,1175,1079,878
3247,EHHADH,47,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,7.43030742,723,0.007263253,940,851,879
26090,CCDC40,125,158,8,249,17,TRUE,0.050632911,1.575949367,0.053166856,1.573817534,10.45936626,1142,0.007253375,353,678,880
6742,LZTR1,82,54,4,68,4,TRUE,0.074074074,1.259259259,0.07783384,1.294414689,8.261439797,840,0.007246877,553,794,881
16512,BSND,17,85,11,181,22,TRUE,0.129411765,2.129411765,0.127158044,2.077996889,4.491978334,320,0.007245126,1724,1185,882
10024,RLBP1,30,25,2,45,6,TRUE,0.08,1.8,0.085627215,1.73496093,4.456796157,317,0.007223333,1254,1192,883
13356,MCOLN1,29,164,18,332,36,TRUE,0.109756098,2.024390244,0.109451733,2.001475062,6.352882511,580,0.007219185,1286,956,884
2719,DDC,24,16,3,23,6,TRUE,0.1875,1.4375,0.159404087,1.468904613,5.619585559,480,0.007204597,1443,1039,885
29090,SMCHD1,153,93,7,128,7,TRUE,0.075268817,1.376344086,0.077482159,1.388650601,16.46213399,2005,0.007141924,273,450,886
21143,ZBTB24,51,59,5,95,11,TRUE,0.084745763,1.610169492,0.086950718,1.600801652,7.098733476,697,0.007120094,883,882,887
5970,IL12B,27,29,3,47,7,TRUE,0.103448276,1.620689655,0.103397245,1.601451641,4.470813586,328,0.00711913,1343,1188,888
14561,ARHGEF9,49,32,3,38,3,TRUE,0.09375,1.1875,0.095642452,1.256342768,5.887825442,529,0.007102323,912,1009,889
17129,SLC39A4,28,204,24,422,61,TRUE,0.117647059,2.068627451,0.117102349,2.04836656,6.716319027,647,0.007092206,1313,921,890
18324,HSD3B7,30,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,4.742749417,369,0.007089312,1255,1153,891
25244,CCDC39,77,86,5,161,8,TRUE,0.058139535,1.872093023,0.061975512,1.843124582,8.795601333,941,0.007087511,590,760,892
7473,MTRR,35,155,15,327,24,TRUE,0.096774194,2.109677419,0.097090172,2.081311109,7.072619894,698,0.007086793,1128,886,893
11111,SMC1A,49,49,9,61,17,TRUE,0.183673469,1.244897959,0.172380668,1.285152819,10.85523958,1233,0.007081043,914,656,894
7133,KMT2D,217,240,39,281,45,TRUE,0.1625,1.170833333,0.160587492,1.18247464,41.20626825,5537,0.007059494,182,166,895
5971,IL12RB1,73,77,4,127,8,TRUE,0.051948052,1.649350649,0.056772919,1.638278949,6.789721054,662,0.007057922,623,915,896
30832,TRAPPC9,69,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,10.90832366,1246,0.007055837,669,652,897
9456,PROS1,38,72,8,119,19,TRUE,0.111111111,1.652777778,0.110321226,1.640671384,6.878033385,676,0.007047165,1074,908,898
483,ANG,7,3,2,7,6,TRUE,0.666666667,2.333333333,0.256881644,1.750337337,3.147406726,147,0.007041178,2282,1471,899
10592,SCN4B,33,25,2,31,3,TRUE,0.08,1.24,0.085627215,1.310718506,3.703694769,228,0.007014573,1190,1344,900
11630,HNF1B,38,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,6.007482595,557,0.007009898,1075,999,901
19129,PSAT1,24,19,3,25,3,TRUE,0.157894737,1.315789474,0.141692522,1.379767063,4.692064184,370,0.007003081,1426,1159,902
28862,NIPBL,107,78,14,89,19,TRUE,0.179487179,1.141025641,0.172391838,1.177368729,21.71765726,2804,0.006996668,404,334,903
11976,TNXB,43,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,6.797940831,673,0.006986578,1006,913,904
28912,WDR45,28,28,4,32,4,TRUE,0.142857143,1.142857143,0.134047169,1.229269742,4.613843605,361,0.006980096,1321,1166,905
6055,IMPG1,61,48,4,69,6,TRUE,0.083333333,1.4375,0.08617318,1.45095912,7.627059448,797,0.006952652,754,834,906
8977,PIK3CD,65,67,6,106,8,TRUE,0.089552239,1.582089552,0.091009308,1.576716143,9.327229904,1044,0.006939903,710,735,907
13203,AICDA,21,19,3,19,3,TRUE,0.157894737,1,0.141692522,1.157544841,3.444324393,198,0.006916314,1557,1404,908
29092,OBSL1,96,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,15.17679813,1896,0.00691111,471,490,909
4801,HADHA,44,174,17,297,25,TRUE,0.097701149,1.706896552,0.097943396,1.699196213,7.322702096,763,0.006888713,988,861,910
5017,HMX1,37,27,2,40,2,TRUE,0.074074074,1.481481481,0.080734231,1.492963163,4.459729611,348,0.006882299,1104,1191,911
10807,SGCD,63,53,1,119,1,TRUE,0.018867925,2.245283019,0.029929477,2.151700175,4.057153404,290,0.006876531,742,1270,912
11935,CD40LG,15,11,3,12,4,TRUE,0.272727273,1.090909091,0.201352531,1.27651109,3.855431074,261,0.006872426,1837,1311,913
4053,ISG15,22,22,2,34,2,TRUE,0.090909091,1.545454545,0.094189936,1.541790357,3.194864973,165,0.006870677,1514,1452,914
4570,GRHPR,27,81,6,173,12,TRUE,0.074074074,2.135802469,0.076693237,2.081502367,4.310203161,328,0.006863381,1326,1220,915
2499,CTF1,22,18,2,25,2,TRUE,0.111111111,1.388888889,0.108680695,1.432835027,3.425873159,201,0.00683807,1540,1407,916
1402,CACNB2,109,93,3,148,4,TRUE,0.032258065,1.591397849,0.037878199,1.586670403,6.550923653,660,0.006823879,396,936,917
388,AKR1D1,27,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,4.268474475,326,0.006818649,1348,1229,918
1936,CHIT1,28,5,1,5,1,TRUE,0.2,1,0.140438314,1.327208516,5.218945935,466,0.006813245,1294,1075,919
3327,ELN,35,62,9,93,12,TRUE,0.14516129,1.5,0.140367115,1.503624439,7.387079881,786,0.006802099,1134,855,920
9988,RFXAP,31,30,3,35,3,TRUE,0.1,1.166666667,0.100676265,1.243518703,3.880977384,272,0.006784925,1219,1305,921
4598,GRM6,83,64,4,91,5,TRUE,0.0625,1.421875,0.067023584,1.434079315,7.977722298,877,0.006778014,546,814,922
3513,EXT2,44,22,2,39,2,TRUE,0.090909091,1.772727273,0.094189936,1.708457023,7.080456143,751,0.006736875,989,885,923
15979,TP63,24,22,6,24,6,TRUE,0.272727273,1.090909091,0.227523269,1.208457023,6.59885023,680,0.006733521,1438,932,924
6696,LRP4,147,155,10,235,21,TRUE,0.064516129,1.516129032,0.066415326,1.516893931,14.80951565,1905,0.006716334,291,500,925
17967,IRAK4,33,30,3,46,3,TRUE,0.1,1.533333333,0.100676265,1.532992387,5.093086293,460,0.006701429,1178,1098,926
26521,LOXHD1,160,681,31,1556,105,TRUE,0.045521292,2.284875184,0.046191144,2.276130204,16.82192921,2211,0.006699295,254,439,927
6893,MAPT,22,30,6,57,13,TRUE,0.2,1.9,0.179623634,1.822466071,7.201875517,776,0.006693193,1516,872,928
18348,TICAM1,68,73,4,123,10,TRUE,0.054794521,1.684931507,0.05957652,1.669798898,6.764694851,712,0.006684481,678,918,929
11566,TAPBP,41,37,3,57,7,TRUE,0.081081081,1.540540541,0.085015513,1.538971349,5.364293983,504,0.006672007,1039,1066,930
21699,CERKL,46,140,9,265,14,TRUE,0.064285714,1.892857143,0.066389852,1.873335883,5.721042625,558,0.006667882,950,1028,931
17272,CENPJ,69,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,10.90832366,1338,0.006659538,661,651,932
379,AKAP9,323,317,20,427,24,TRUE,0.063091483,1.347003155,0.064079071,1.351549879,27.9737576,3907,0.006649336,121,255,933
714,ARSB,25,139,16,272,39,TRUE,0.115107914,1.956834532,0.114460531,1.933698712,5.533304543,533,0.006642623,1397,1047,934
12530,UGT1A1,35,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,5.533207653,533,0.006642506,1127,1050,935
8148,OPHN1,24,12,4,13,4,TRUE,0.333333333,1.083333333,0.241284904,1.262685535,7.312006998,802,0.006635215,1450,862,936
33,ABCA3,84,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,13.27969837,1704,0.006626596,536,554,937
2523,CTRC,52,54,2,86,2,TRUE,0.037037037,1.592592593,0.045575776,1.584737269,3.755732762,268,0.006612206,865,1337,938
1836,CEBPE,19,28,4,42,7,TRUE,0.142857143,1.5,0.134047169,1.50704752,3.838293616,281,0.006606357,1649,1317,939
6052,IMPDH1,40,34,4,42,5,TRUE,0.117647059,1.235294118,0.114897573,1.291755017,5.936780673,599,0.00660376,1045,1004,940
6121,IRF6,23,19,4,21,4,TRUE,0.210526316,1.105263158,0.178729559,1.231618915,5.062914215,467,0.006600931,1488,1102,941
18294,ALG1,17,42,9,63,21,TRUE,0.214285714,1.5,0.196513962,1.505074214,5.028057638,464,0.006581227,1753,1114,942
6000,IL1RN,20,22,2,38,2,TRUE,0.090909091,1.727272727,0.094189936,1.67512369,3.155595865,180,0.006574158,1615,1467,943
3012,DPYD,55,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,8.695040598,1025,0.006562295,825,764,944
32700,CCDC103,26,27,2,47,2,TRUE,0.074074074,1.740740741,0.080734231,1.692963163,3.553682052,242,0.006556609,1380,1374,945
2810,GSDME,33,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,5.217024359,496,0.006554051,1174,1080,946
6106,FOXP3,30,31,4,38,4,TRUE,0.129032258,1.225806452,0.123735848,1.288556685,4.783219632,431,0.006543392,1242,1148,947
29670,GNPTAB,63,254,22,473,25,TRUE,0.086614173,1.862204724,0.087120985,1.8521134,10.16555046,1256,0.00653313,743,700,948
13887,ABCG8,87,26,1,34,1,TRUE,0.038461538,1.307692308,0.053697002,1.360403256,6.355313191,673,0.006531668,522,955,949
8636,PC,52,244,24,461,42,TRUE,0.098360656,1.889344262,0.098514675,1.877990915,9.620502557,1178,0.006509136,868,722,950
19963,TTLL5,97,87,6,128,14,TRUE,0.068965517,1.471264368,0.071849453,1.47635485,10.28930304,1281,0.006508098,461,691,951
20423,SPATA7,43,47,4,73,4,TRUE,0.085106383,1.553191489,0.087739965,1.550067467,5.848123217,599,0.006505143,999,1016,952
11877,TMPRSS3,31,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,4.900841064,454,0.006499789,1238,1133,953
5960,IKBKB,49,48,5,63,5,TRUE,0.104166667,1.3125,0.104030323,1.343816263,6.850084345,756,0.006486822,918,909,954
24862,MOGS,100,103,4,176,4,TRUE,0.038834951,1.708737864,0.043474757,1.695979376,7.373229207,837,0.00648481,437,859,955
5439,IFNGR1,60,47,2,79,8,TRUE,0.042553191,1.680851064,0.051376329,1.659158376,5.114487973,489,0.006482241,770,1094,956
4318,GLI2,70,90,13,109,16,TRUE,0.144444444,1.211111111,0.141078552,1.237282762,12.21878422,1586,0.006478677,653,598,957
14198,ELAC2,58,80,8,98,12,TRUE,0.1,1.225,0.100292024,1.252883076,7.287942389,826,0.006472418,788,864,958
25896,ORAI1,36,33,2,52,2,TRUE,0.060606061,1.575757576,0.068919465,1.567163676,3.888290979,301,0.006469702,1107,1301,959
24861,G6PC3,28,41,4,62,4,TRUE,0.097560976,1.512195122,0.098483634,1.515381851,4.178728738,346,0.00646862,1318,1240,960
3354,ENO3,26,18,3,20,3,TRUE,0.166666667,1.111111111,0.147142234,1.240527335,4.745883045,434,0.006465781,1390,1150,961
8140,OPA1,53,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,8.378857303,997,0.006460183,864,785,962
10848,SHH,17,12,3,18,7,TRUE,0.25,1.5,0.191284904,1.512685535,4.919016428,462,0.006455402,1732,1124,963
11799,THRB,31,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,4.900841064,461,0.006440001,1217,1130,964
4394,GNAT2,22,17,2,30,2,TRUE,0.117647059,1.764705882,0.113027923,1.690148428,4.202747271,354,0.006426219,1518,1238,965
8002,NRL,20,15,2,20,2,TRUE,0.133333333,1.333333333,0.122856438,1.402335248,3.445718278,237,0.006416608,1579,1403,966
18243,RCBTB1,27,17,3,20,3,TRUE,0.176470588,1.176470588,0.153027923,1.290148428,5.330575836,531,0.006414652,1338,1068,967
7150,MLYCD,50,50,3,77,5,TRUE,0.06,1.54,0.065960312,1.538857081,5.075174641,493,0.006399968,900,1100,968
29529,TBL1XR1,29,22,3,30,4,TRUE,0.136363636,1.363636364,0.127523269,1.408457023,5.208720288,514,0.006398919,1289,1083,969
23216,ZNF469,171,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,27.03367168,3925,0.006398502,240,266,970
12712,VPS33B,37,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,5.849390947,617,0.006378834,1093,1014,971
12406,TUB,43,57,5,80,5,TRUE,0.087719298,1.403508772,0.089626124,1.419287857,5.469826607,561,0.006352876,994,1055,972
30859,SNRNP200,73,53,9,68,9,TRUE,0.169811321,1.283018868,0.161077018,1.315634602,15.47005036,2136,0.006350595,622,475,973
21497,ACAD9,33,174,17,317,30,TRUE,0.097701149,1.82183908,0.097943396,1.809086323,5.84720592,621,0.006348758,1177,1017,974
26257,PDZD7,105,79,4,114,5,TRUE,0.050632911,1.443037975,0.055467794,1.451192077,8.451914441,1033,0.006340521,417,779,975
15465,GPHN,41,51,6,72,6,TRUE,0.117647059,1.411764706,0.115689798,1.428028995,6.773543824,769,0.006336337,1037,917,976
5024,HNF4A,31,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,4.900841064,474,0.006331836,1226,1132,977
13273,DUOX2,74,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,11.69878189,1548,0.00633051,610,620,978
2952,DNAH8,269,399,27,689,46,TRUE,0.067669173,1.726817043,0.068367809,1.72298209,31.68726111,4707,0.006328592,146,225,979
2348,CREBBP,92,75,12,89,17,TRUE,0.16,1.186666667,0.154526483,1.219924225,17.3429752,2442,0.006324936,491,420,980
20188,DNAAF2,91,90,4,145,13,TRUE,0.044444444,1.611111111,0.049241817,1.604629701,7.190354294,837,0.00632397,494,873,981
15454,SHOC2,42,33,3,46,3,TRUE,0.090909091,1.393939394,0.093309709,1.420822212,5.56821332,582,0.006313167,1011,1046,982
8979,PIK3R1,42,38,4,55,4,TRUE,0.105263158,1.447368421,0.10490648,1.462037189,6.441841359,724,0.006290861,1007,946,983
30836,POC1B,14,13,3,28,6,TRUE,0.230769231,2.153846154,0.182176099,1.916843367,4.888842661,478,0.006283859,1910,1135,984
3808,FOXE3,38,30,2,40,2,TRUE,0.066666667,1.333333333,0.074360476,1.37509765,3.885610792,319,0.006277239,1076,1304,985
18672,CDK5RAP2,87,0,0,0,0,FALSE,0,0,0.10321226,1.531713838,13.75397331,1893,0.006271762,523,534,986
